Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,StageSortOrder,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastStageChangeDate,FiscalYear,FiscalQuarter,PrimaryPartnerAccountId,SyncedQuoteId,ContractId,Budget_Confirmed__c,Discovery_Completed__c,ROI_Analysis_Completed__c,LID__LinkedIn_Company_Id__c,Loss_Reason__c,Referral_Partner_Company__c,Referral_Partner_Contact__c,Stage_Moved_to_POC__c,GCLID__c,Are_you_familiar_with_Graph_db_O__c,Competitor_Notes_O__c,Contacts_Role_o__c,Do_you_have_a_timeline__c,How_do_you_want_to_deploy_o__c,Interest_Notes_o__c,Interest_Score_o__c,Role_Score_o__c,SQL_SCORE_o__c,Timeline_Score_o__c,Title_Rank__c,Title_Score_o__c,Use_Graph_Score_o__c,What_s_your_interest_in_TigerGraph__c,What_capabilities_are_you_looking_for_o__c
00636000005fagTAAQ,0,0013600000FSyaYAAT,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-12-16,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:05,,2018-08-27,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fai3AAA,0,0013600000FSydGAAT,0,VRG Corporation,,Contacted,2,60000,10,6000,,2016-03-31,New Business,10/5:  Get NDA done,,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2017-10-18,00536000006CbBOAA0,6/14/18 17:09,2018-06-14,,2016,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fbRSAAY,0,0013600000FSzgKAAT,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-12-16,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-11,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:07,,2018-08-27,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fcQdAAI,0,0013600001q9tKAAAY,0,VRG Corporation,,Contacted,2,60000,10,6000,,2016-12-16,New Business,,,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000001fP03AAE,2016-04-11,00536000001fP03AAE,2018-09-26,00536000006DZLrAAO,9/26/18 18:46,,,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fcWcAAI,0,0013600000FSw0FAAT,0,VRG Corporation,,Closed Lost,7,150000,0,0,,2016-10-28,New Business Existing Customer,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006CbBOAA0,2016-04-11,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:00,,2018-08-27,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fjsbAAA,0,0013600000FTAGBAA5,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-09-29,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-11,00536000001fP03AAE,2018-08-27,00536000006CbBOAA0,8/27/18 21:52,,2018-08-27,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fjtWAAQ,0,0013600000FT9dXAAT,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-06-29,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,0053600000D5batAAB,2016-04-11,00536000001fP03AAE,2018-08-27,00536000006CbBOAA0,8/27/18 21:46,,2018-08-27,2016,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
006360000063BYgAAM,0,0013600000H7ZywAAF,0,VRG Corporation,,Needs Analysis,4,30000,20,6000,,2016-06-30,New Business,,,0,0,Pipeline,Pipeline,000000000000000AAA,,,005360000021cr2AAA,2016-04-20,00536000001fP03AAE,2016-05-16,00536000001fP03AAE,10/9/17 21:40,,2016-05-16,2016,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
006360000063BcnAAE,0,0013600000H7a18AAB,0,VRG Corporation,,Closed Lost,7,,0,,,2016-11-18,New Business,Waiting their Pregel code to test Saprk,,1,0,Omitted,Omitted,000000000000000AAA,,,0053600000D5bx4AAB,2016-04-20,00536000001fP03AAE,2018-09-27,00536000006DZLrAAO,9/27/18 23:55,,2018-08-27,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000006VOITAA4,0,0013600000IHy46AAD,0,VRG Corporation,,Prospecting/ Lead Follow Up,,,10,,,2016-06-30,New Business,,,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000001f53BAAQ,2016-04-27,00536000001f53BAAQ,2018-05-01,00536000006DZLrAAO,5/2/18 11:01,,,2016,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000006rZq7AAE,0,0013600000JRBIuAAP,0,VRG Corporation,"This is a 2-year old contact that had no follow up.  It should not be considered an opportunity at this point.  I am going to reach out to see if there is interest in talking, but it should not have the visibility of being an Opportunity.",Closed Lost,7,,0,,,2018-08-24,New Business,Talk with Andreas,,1,0,Omitted,Omitted,000000000000000AAA,,,0053600000D5bx4AAB,2016-05-06,00536000001f53BAAQ,2018-08-24,0053600000D5bx4AAB,8/24/18 17:00,,2018-08-24,2018,3,,,,0,0,0,,No Decision / Non-Responsive,,,,,,,,,,,,,,,,,,,
00636000007BvSPAA0,0,0013600000KofZTAAZ,0,VRG Corporation,"Multiple sources of IoT data streams.  The data from the sensors in the long-haul trucks are in one cloud service, and the data from the sensors on the last-mile trucks are from another. The long-haul trucks delivers from the source (growers, processors, etc), to a distribution center and the last-mile takes from the DC to the end location (restaurants, stores, etc). In the future, there may be other data coming from other sources including third-party services (weather, traffic congestion, etc), and Hitachi?s own solutions on Azure cloud. These may also include different publish and subscribe messaging platforms such as MQTT.  Need to consolidate multiple schemas into one location. We don?t want to pay for cloud storage in multiple services so we?d like to store the data in one location. As the data source are not fixed (customers may already have specific services they use for the last-mile solutions, for example, or we may change solutions vendors), and we see the scope of the services expanding over time, it may make sense to have the consolidated data in a data lake type environment.  The predictive analytics platform will need to be able to take action on data-in-motion, potentially close to the sensors (in smart gateways, etc), and also process data-at-rest for machine learning and optimizing rules. Although this still needs to be defined, there is a need to tie together the process for device control and management across different services to provide a seamless view of the transportation end-to-end.  Other future applications (that are still to be defined) may need access to both the data-at-rest and data-in-motion. These may include mobile solutions for data query and data update (for example, adding information on action taken at the distribution center or restaurant, etc), bidirectional communication  with Field Service Management or CRM, etc. Other considerations for GraphSQL would be things like scalability, performance, flexibility but this is outside of the initial scope of this study.",Qualification,3,60000,10,6000,,2016-07-29,New Business,Sample Data Testing,,0,0,Pipeline,Pipeline,000000000000000AAA,,,005360000021cr2AAA,2016-05-16,005360000021cr2AAA,2016-05-23,005360000021cr2AAA,10/9/17 21:40,2016-05-16,2016-05-16,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000007ByIbAAK,0,0013600000Koc9tAAB,0,VRG Corporation,,Qualification,3,30000,10,3000,,2016-09-30,New Business,,,0,0,Pipeline,Pipeline,000000000000000AAA,,,005360000021cr2AAA,2016-05-16,005360000021cr2AAA,2016-05-23,005360000021cr2AAA,10/9/17 21:40,2016-06-10,2016-05-23,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000007CEhUAAW,0,0013600000Kq2sOAAR,0,VRG Corporation,,Needs Analysis,4,250000,20,50000,,2016-08-16,New Business,meet with Devin for proposal,,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000001fP03AAE,2016-05-16,00536000001fP03AAE,2016-05-16,00536000001fP03AAE,10/9/17 21:40,,,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000007Tf43AAC,0,0013600000MJWYQAA5,0,VRG Corporation,,Prospecting/ Lead Follow Up,1,,10,,,2016-09-30,New Business,,Partner,0,0,Pipeline,Pipeline,000000000000000AAA,,,005360000021cr2AAA,2016-05-23,005360000021cr2AAA,2018-10-18,00536000006DZLrAAO,10/18/18 21:23,2016-05-26,,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000008FjOcAAK,0,0013600000NWwy4AAD,0,VRG Corporation,,Closed Lost,7,,0,,,2016-09-30,New Business,NDA signed - discuss process  a pilot,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-06-03,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:17,,2018-08-27,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000008IlxGAAS,0,0013600000NWx7kAAD,0,VRG Corporation,,Prospecting/ Lead Follow Up,1,,10,,,2016-06-27,New Business,follow up a deep discussion and demo in June,Customer Event,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000001fP03AAE,2016-06-06,00536000001fP03AAE,2016-06-06,00536000001fP03AAE,10/21/17 14:45,,,2016,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000008R5ksAAC,0,0013600000FTA26AAH,0,VRG Corporation,,Proposal,6,25000,75,18750,,2016-07-29,New Business,,,0,0,BestCase,Best Case,000000000000000AAA,,,005360000021cr2AAA,2016-06-11,005360000021cr2AAA,2016-06-11,005360000021cr2AAA,10/9/17 21:40,2016-07-04,,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TBWEOAA5,0,0013600001PFUwdAAH,0,VRG Corporation,,Closed Lost,7,250000,0,0,,2018-10-07,New Business Existing Customer,Risk & Safety use case to start in June,Sales Activity,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006CbBOAA0,2017-10-09,00536000006CbBOAA0,2018-10-08,00536000006CbBOAA0,10/8/18 16:26,2018-04-17,2018-10-08,2018,4,,,,0,0,0,,No Decision / Non-Responsive,,,2017-12-10,,,,,,,,,,,,,,,,
0063600000TBXxxAAH,0,0013600001PFWAWAA5,0,VRG Corporation,"PoC starts from February 8th, 2017, and the contact is signed around the end of May 2017. The project is now used by many customers of Elementum, such as Starbucks Elecom and Dyson.  The services provided by GraphSQL system was to manage their inventory status globally. For details please check page: https://graphsql.atlassian.net/wiki/spaces/CUS/pages/167350320/Elementum+2017+Dashboard",Closed Won,6,280000,100,280000,,2017-05-31,New Business,Company Pivoting (Collaboration) update call 5/7-schedule meeting with PM for new product,,1,1,Closed,Closed,000000000000000AAA,,,00536000006DI2SAAW,2017-10-09,00536000006CcuAAAS,2018-09-27,00536000006DZLrAAO,9/27/18 23:14,,,2017,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TBZLAAA5,0,0013600001PFaF9AAL,0,VRG Corporation,"DoD like project, will not disclose due to sensitive nature of operations",Closed Won,6,220800,100,220800,,2018-03-06,New Business,Quote for 3 machines,TestDrive,1,1,Closed,Closed,000000000000000AAA,,,00536000006CbBOAA0,2017-10-10,00536000006CbBOAA0,2018-03-06,00536000006CbBOAA0,4/27/18 18:04,2018-03-05,2018-03-06,2018,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TBgSPAA1,0,0013600001PFX0fAAH,0,VRG Corporation,,Closed Won,8,80000,100,80000,,2017-06-01,New Business,,,1,1,Closed,Closed,000000000000000AAA,,,00536000006CcuAAAS,2017-10-10,00536000006CcuAAAS,2017-10-10,00536000006CcuAAAS,4/27/18 18:04,,,2017,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TBgULAA1,0,0013600001PFX0fAAH,0,VRG Corporation,,Closed Won,8,80000,100,80000,,2017-10-23,New Business,,,1,1,Closed,Closed,000000000000000AAA,,,00536000006CcuAAAS,2017-10-10,00536000006CcuAAAS,2017-10-23,00536000006CcuAAAS,4/27/18 18:04,2017-10-16,2017-10-23,2017,4,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
0063600000TBgbYAAT,0,0013600001PFYPUAA5,0,VRG Corporation,,Closed Won,8,300000,100,300000,,2016-07-01,New Business,,,1,1,Closed,Closed,000000000000000AAA,,,00536000006CcuAAAS,2017-10-10,00536000006CcuAAAS,2017-10-10,00536000006CcuAAAS,4/27/18 18:04,,,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TBgecAAD,0,0013600001PFYSqAAP,0,VRG Corporation,"They already have the system called S6000, they will try our product on a service providing realtime response.",Closed Lost,7,20000,0,0,,2018-08-31,New Business,1.Product Trial 2.Technical discussion on building model,Partner,1,0,Omitted,Omitted,000000000000000AAA,,01s36000002wtrOAAQ,00536000006CfnPAAS,2017-10-10,00536000006CcuAAAS,2018-07-09,00536000006CfnPAAS,7/9/18 15:58,,2018-07-09,2018,3,,,,0,0,0,,No Budget / Lost Funding,,,,,,,,,,,,,,,,,,,
0063600000TBh2zAAD,0,0013600001PFXQuAAP,0,VRG Corporation,The customer is fine with Neo4J.,Closed Lost,7,30000,0,0,,2018-06-28,New Business,2018/02/26 Customer will arrange for a meeting with Risk Mgm team for POC case build up.,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006CfnPAAS,2017-10-10,00536000006CcuAAAS,2018-05-17,00536000006CfnPAAS,5/20/18 6:13,2018-02-09,2018-05-17,2018,2,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TBh58AAD,0,0013600001PFXTNAA5,0,VRG Corporation,The PM is on vacation and will return on Mar 1st week.,Closed Lost,7,20000,0,0,,2018-07-31,New Business,2018/03/01 Customer visit meeting for opp discover.,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006CfnPAAS,2017-10-10,00536000006CcuAAAS,2018-06-04,00536000006CfnPAAS,6/6/18 1:48,,2018-06-04,2018,3,,,,0,0,0,,No Decision / Non-Responsive,,,,,,,,,,,,,,,,,,,
0063600000TBhA1AAL,0,0013600001a9vBDAAY,0,VRG Corporation,It's a internal project from biz depart and need to be discover. Tech leader is approved. Submit to purchase team .,Closed Won,6,145000,100,145000,,2018-06-29,New Business,Partner PO received.,Employee Referral,1,1,Closed,Closed,000000000000000AAA,,01s36000002wtrOAAQ,00536000006CfnPAAS,2017-10-10,00536000006CcuAAAS,2018-06-29,00536000006CfnPAAS,6/29/18 9:09,2018-06-01,2018-06-29,2018,2,,,,1,1,1,,,0013600001h6f7GAAQ,,,,,,,,,,,,,,,,,,
0063600000TBhCRAA1,0,0013600001PFZKpAAP,0,VRG Corporation,,Closed Won,8,,100,,,2017-04-30,New Business,,,1,1,Closed,Closed,000000000000000AAA,,,00536000006CcuAAAS,2017-10-10,00536000006CcuAAAS,2017-10-10,00536000006CcuAAAS,4/27/18 18:04,,,2017,2,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
0063600000TBhGDAA1,0,0013600001PFXU6AAP,0,VRG Corporation,,Closed Lost,7,30000,0,0,,2018-07-27,New Business,2018/03/01 PM is on vacation will return till Mar.,Website,1,0,Omitted,Omitted,000000000000000AAA,,01s36000002wtrOAAQ,00536000006CfnPAAS,2017-10-10,00536000006CcuAAAS,2018-06-29,00536000006CfnPAAS,6/29/18 9:36,,2018-06-29,2018,3,,,,0,0,0,,No Decision / Non-Responsive,,,,,,,,,,,,,,,,,,,
0063600000TBhHQAA1,0,0013600001PFXRxAAP,0,VRG Corporation,"Very similar to Longcredit case, have shown Longcredit demo to them. And they started trying out product. No reponse for about two weeks till 10/10",POC,3,50000,50,25000,,2019-06-27,New Business,2018/03/10 Assign Partner for customer bidding process.,Employee Referral,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000006CfnPAAS,2017-10-10,00536000006CcuAAAS,2018-09-18,00536000006CfnPAAS,9/18/18 9:39,2018-01-09,2017-12-13,2019,2,,,,0,0,0,,,,,2017-12-13,,,,,,,,,,,,,,,,
0063600000TBhKAAA1,0,0013600001PFYuZAAX,0,VRG Corporation,This PoC is compare with existing OrientalDB for 2 svrs.,Closed Won,6,147215,100,147215,,2018-10-11,New Business,2018/9/18 Vender certification process done. Negotiation on biz conditions.,Field Event,1,1,Closed,Closed,70136000000lhPXAAY,,,00536000006CfnPAAS,2017-10-10,00536000006CcuAAAS,2018-10-09,00536000006CfnPAAS,10/9/18 14:29,2018-02-06,2018-10-08,2018,4,,,,1,0,0,,,,,2018-06-04,,,,,,,,,,,,,,,,
0063600000TBoAPAA1,0,0013600001PFWnTAAX,0,VRG Corporation,,Closed Won,6,25000,100,25000,,2017-11-17,New Business Existing Customer,Quote delivered to JAck,,1,1,Closed,Closed,000000000000000AAA,,,00536000006CbBOAA0,2017-10-11,00536000006CbBOAA0,2018-09-27,00536000006DZLrAAO,9/27/18 23:02,,2017-12-06,2017,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TCL7WAAX,0,0013600001PFWnTAAX,0,VRG Corporation,New systems for Wish:  Recommender System,Closed Won,8,514816,100,514816,,2017-10-30,New Business,"Close, invoice sent",,1,1,Closed,Closed,000000000000000AAA,,,00536000006CbBOAA0,2017-10-17,00536000006CbBOAA0,2017-11-08,00536000006CbBOAA0,4/27/18 18:04,,2017-10-30,2017,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TCtNtAAL,0,0013600001PFYPUAA5,0,VRG Corporation,,Closed Won,8,150000,100,150000,,2017-11-17,New Business Existing Customer,,,1,1,Closed,Closed,000000000000000AAA,,,00536000006CbBOAA0,2017-10-23,00536000006CcuAAAS,2018-09-28,00536000006DZLrAAO,9/28/18 0:14,,2017-11-17,2017,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TCvk6AAD,0,0013600001PFY1OAAX,0,VRG Corporation,Customer contract submit to internal process for sign.,Closed Won,6,53683,100,53683,,2018-05-15,New Business,"Contract update due to Accounting request, waiting customer chopp",,1,1,Closed,Closed,000000000000000AAA,,01s36000002wtrOAAQ,00536000006CfnPAAS,2017-10-23,00536000006CcuAAAS,2018-05-17,00536000006CfnPAAS,5/20/18 6:13,2018-03-16,2018-05-17,2018,2,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
0063600000TCvmWAAT,0,0013600001PFYK1AAP,0,VRG Corporation,Proposal is agreed by Mr. Song.,Closed Lost,7,75000,0,0,,2018-04-30,New Business,2018/02/28 Customer internal process for PO.,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006CfnPAAS,2017-10-23,00536000006CcuAAAS,2018-09-27,00536000006DZLrAAO,9/27/18 23:11,2018-03-16,2018-05-03,2018,2,,,,1,1,1,,No Decision / Non-Responsive,,,,,,,,,,,,,,,,,,,
0063600000TD16KAAT,0,0013600001PFUwdAAH,0,VRG Corporation,Rider fraud and customer analytics,Closed Won,6,200000,100,200000,,2017-12-20,New Business,negotiating terms,Sales Activity,1,1,Closed,Closed,000000000000000AAA,,,00536000006CbBOAA0,2017-10-24,00536000006CbBOAA0,2018-09-28,00536000006DZLrAAO,9/28/18 0:54,,2017-12-20,2017,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000TDAKqAAP,0,0013600001PFWAWAA5,0,VRG Corporation,,Closed Won,6,70000,100,70000,,2017-12-31,New Business Existing Customer,,,1,1,Closed,Closed,000000000000000AAA,,,00536000006DI2SAAW,2017-10-24,00536000006CcuAAAS,2018-09-27,00536000006DZLrAAO,9/27/18 23:19,,,2017,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000U4FZOAA3,0,0013600000JRBRkAAP,0,VRG Corporation,Anti-Money Laundering and Anti-Fraud use-case.,Closed Lost,7,500000,0,0,,2018-11-02,New Business,Working on Single Sign-on LDAP questions. Haifeng to meet with Engineering team to discuss,Sales Activity,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006DdI0AAK,2017-11-07,00536000006CbBOAA0,2018-08-06,00536000006DdI0AAK,8/6/18 12:23,2018-02-22,2018-08-06,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000U4snfAAB,0,0013600001SvmoJAAR,0,VRG Corporation,"File lineage/tracing and also Customer Identity. This may break into two opportunities, or one of them may fall off. Need to hear more from Arvind.",Closed Lost,7,100000,0,0,,2018-12-31,New Business,6/18: Targeting mid-July re-group to talk about POC results from AML project. Trying to re-engage on this separate project around customer identity.,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006DdI0AAK,2017-11-09,00536000006DdI0AAK,2018-09-27,00536000006DZLrAAO,9/27/18 22:58,2018-01-29,2018-08-13,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000UyujZAAR,0,0013600001SvmoJAAR,0,VRG Corporation,Anti-Money Laundering use-case for Retail Bank of Capital One,Proposal,4,900000,75,675000,,2019-03-29,New Business,Expect to connect with linda 11/1/18 to discuss deal timing.,Website,0,0,BestCase,Best Case,000000000000000AAA,,,00536000006DdI0AAK,2017-11-17,00536000006DdI0AAK,2018-11-08,00536000006DdI0AAK,11/8/18 13:23,2018-10-05,2018-03-19,2019,1,,,,0,0,0,,,,,2017-12-05,,,,,,,,,,,,,,,,
0063600000V028uAAB,0,0013600001WJZT5AAP,0,VRG Corporation,"2 potential use cases: 1) IOT/Connected Cars, 2) Supply chain efficiency. David Corliss is involved in evaluating emerging technologies and he's basically shopping us around to a few different groups.",Qualification,1,100000,10,10000,,2019-02-28,New Business,Continuing to check in with David Corliss on traction with various group leads,DemandZen,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000008H3MsAAK,2017-11-28,00536000006DdI0AAK,2018-09-04,00536000008H3MsAAK,9/4/18 12:50,2018-06-13,2018-09-04,2019,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000V08ZTAAZ,0,0013600001WJUTdAAP,0,VRG Corporation,This is a security-related use-case. They have data being created from vulnerability scanners and they want to cross reference that data with information about the malwear being ingested by their workstations. Will learn more in Jan 8 mtg.,Closed Lost,7,50000,0,0,,2018-10-31,New Business,Talking with Will at Sift 2/27,DemandZen,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006DdI0AAK,2017-11-29,00536000006DdI0AAK,2018-04-27,00536000006DdI0AAK,4/28/18 18:11,2018-02-09,2018-04-27,2018,4,,,,0,0,0,,No Budget / Lost Funding,,,,,,,,,,,,,,,,,,,
0063600000V0GWfAAN,0,0013600001WKGtWAAX,0,VRG Corporation,"Neo4j replacement. The use-case will likely be around recommendation-engine/social connection, however Peng has not delved too deeply yet and asked for high level pricing up-front.",Closed Lost,7,50000,0,0,,2018-12-31,New Business,Yu and Peng spoke. We will do a free trial for them in Jan for 6 weeks and see where it goes.,DemandZen,1,0,Omitted,Omitted,000000000000000AAA,,,00536000008H3MsAAK,2017-11-29,00536000006DdI0AAK,2018-09-04,00536000008H3MsAAK,9/4/18 12:55,2018-04-12,2018-09-04,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000V1B04AAF,0,0013600001PFWnTAAX,0,VRG Corporation,Shipment analysis project ** Determine carrier to deliver quickly and efficiently,Needs Analysis,2,200000,20,40000,,2018-12-31,New Business,11/5- Potential by yr end. Data needs to grow for Wish to purchase. 50/50 potential,Customer,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000006DI2SAAW,2017-12-03,00536000006DI2SAAW,2018-11-07,00536000006DI2SAAW,11/7/18 4:24,2018-11-06,2018-10-01,2018,4,,,,0,0,0,,,,,2018-08-17,,,,,,,,,,,,,,,,
0063600000V1B1HAAV,0,0013600000JRBUyAAP,0,VRG Corporation,"testing for two weeks 1/22-2/2,  then Dev/test 1-2 months (fee?)",POC,3,120000,50,60000,,2019-01-31,New Business,10/31- met with Brandon Campbell today in Seattle. The interest is still there for TG. The issue is that he is having trouble with finding a Data Scientist. He doesn't want to start anything before the hire. We will be checking in every couple of weeks,Trade Show,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000006DI2SAAW,2017-12-03,00536000006DI2SAAW,2018-10-31,00536000006DI2SAAW,10/31/18 21:42,2018-03-09,2018-08-06,2019,1,,,,0,0,0,,,,,2018-08-06,,Neo4J;Neptune;ArrangoDB,,Evaluator_5;Sponsor_10,,AWS,,,,,,,,,Initiative_5,
0063600000V1S8NAAV,0,0013600001XSI1NAAX,0,VRG Corporation,"Fraud (anti collusion, internal, external fraud, KYC, as well as AML)",Needs Analysis,2,500000,20,100000,,2019-03-29,New Business,"Targeting October to dig into specific use case, but this is moving very slowly.",Sales Activity,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000006DdI0AAK,2017-12-05,00536000006DdI0AAK,2018-11-05,00536000006DdI0AAK,11/5/18 21:26,2018-10-31,2017-12-19,2019,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000V1SAJAA3,0,0013600001XSBrLAAX,0,VRG Corporation,Risk Supervision and Surveillance,Closed Lost,7,350000,0,0,,2018-11-02,New Business,"Good call with Kerone Vatel, Global Co-Head of Risk Ops. She's working to set up several meetings with various teams under her umbrella.",Sales Activity,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006DdI0AAK,2017-12-05,00536000006DdI0AAK,2018-08-13,00536000006DdI0AAK,8/13/18 14:40,2018-02-26,2018-08-13,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0063600000V1SFBAA3,0,0013600001XScr6AAD,0,VRG Corporation,Fraud Detection,Negotiation,5,400000,90,360000,,2018-12-31,New Business,"Week 11/5: Expect to discuss production data size, MSA, pricing this week",DemandZen,0,0,Forecast,Commit,000000000000000AAA,,,00536000006DdI0AAK,2017-12-05,00536000006DdI0AAK,2018-11-08,00536000006DdI0AAK,11/14/18 15:50,2018-11-14,2018-10-29,2018,4,,,,0,0,0,,,,,2018-01-22,,,,,,,,,,,,,,,,
0063600000VrLSXAA3,0,0013600001q9tLcAAI,0,VRG Corporation,Entity Mapping use case. Partnership arrangement if POC goes well. The idea here will be for Thomson Reuters to offer TigerGraph to their customers to use on data received from TR's Knowledge Graph.,POC,3,300000,50,150000,,2019-02-28,New Business,Partnership docs overdue (supposed to be done in Sept). Ned those signed before Singapore interested in going to customers jointly.,Trade Show,0,0,Pipeline,Pipeline,701360000011W73AAE,,,00536000006DdI0AAK,2017-12-13,00536000006DdI0AAK,2018-10-18,00536000006DZLrAAO,10/18/18 21:22,2018-10-09,2017-12-19,2019,1,,,,0,0,0,,,,,2017-12-19,,,,,,,,,,,,,,,,
0063600000VrSHgAAN,0,0013600001XUiYbAAL,0,VRG Corporation,"Our main contact Chip Masters thinks there are several use-cases for TigerGraph. 1) AML, 2) Monitoring internal communication/relationships for things like insider trading, 3) Feeding trading/pricing information into the graph to glean market insights. Will learn more in Jan. meeting.",Closed Lost,7,400000,0,0,,2018-12-31,New Business,"Targeting late August: Trying to get a call with Sarah Gadd, Chip Master's boss in the Semantics and NLP group.",DemandZen,1,0,Omitted,Omitted,000000000000000AAA,,,00536000006DdI0AAK,2017-12-13,00536000006DdI0AAK,2018-09-04,00536000006DdI0AAK,9/4/18 12:47,2018-02-06,2018-09-04,2018,4,,,,0,0,0,,No Decision / Non-Responsive,,,,,,,,,,,,,,,,,,,
0063600000Vrh3WAAR,0,0013600001XUrrqAAD,0,VRG Corporation,,Needs Analysis,2,50000,20,10000,,2019-05-31,New Business,2018/3/15 Customer want to make full evaluation for GraphDB platform.,Partner,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5c3CAAR,2017-12-14,00536000006CfnPAAS,2018-10-22,0053600000D5c3CAAR,10/22/18 2:14,2017-12-14,2018-07-09,2019,2,,,,0,0,0,,No Budget / Lost Funding,,,,,,,,,,,,,,,,,,,
