Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,SmartvCard__Email__c,qbdialer__CloseDate__c,qbdialer__CloseScore__c,qbdialer__Dials__c,qbdialer__LastCallTime__c,qbdialer__Related_Contact_Dials__c,qbdialer__Related_Contact_LastCallTime__c,qbdialer__ResponseTime__c,LID__LinkedIn_Company_Id__c,zisf__ZoomInfo_Complete_Status__c,zisf__ZoomInfo_Industry__c,zisf__ZoomInfo_Last_Clean_Run__c,zisf__Zoom_Clean_Status__c,zisf__zoom_id__c,zisf__zoom_lastupdated__c
0013600000JRBLUAA5,0,,VRG 218,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-04-11,,,,,,,,,,,,,,,,,,,
0013600000JRBLVAA5,0,,VRG 219,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-02-28,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBLWAA5,0,,VRG 220,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Information Technology and Services,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-04-12,,,,,,,,,,,,,,,,,,,
0013600000JRBLXAA5,0,,VRG 221,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-16,,,,,,,,,,,,,,,,,,,
0013600000JRBLYAA5,0,,VRG 222,,000000000000000AAA,,,Bristol,,United Kingdom,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Information Technology and Services,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLaAAP,0,,VRG 223,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBLbAAP,0,,VRG 224,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBLcAAP,0,,VRG 225,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,100000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLdAAP,0,,VRG 226,,000000000000000AAA,,,FL,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLeAAP,0,,VRG 227,,000000000000000AAA,,,AZ,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Airlines/Aviation,1000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBLfAAP,0,,VRG 228,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLgAAP,0,,VRG 229,,000000000000000AAA,,,BY,,Germany,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,25,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLhAAP,0,,VRG 230,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-10-04,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBLiAAP,0,,VRG 231,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Retail,10000000,25,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-17,,,,,,,,,,,,,,,,,,,
0013600000JRBLjAAP,0,,VRG 232,,000000000000000AAA,,,OH,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Information Technology and Services,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLkAAP,0,,VRG 233,,000000000000000AAA,,,,,Isle of Man,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-26,00536000006DZLrAAO,2018-09-26,2018-05-17,,,,,,,,,,,,,,,,,,,
0013600000JRBLlAAP,0,,VRG 234,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-01,00536000006DZLrAAO,2018-09-01,2018-01-16,,,,,,,,,,,,,,,,,,,
0013600000JRBLmAAP,0,,VRG 235,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Information Technology and Services,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBLnAAP,0,,VRG 236,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,100000000,500,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLoAAP,0,,VRG 237,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-01-04,2018-01-04,,,,,,,,,,,,,,,,,,,
0013600000JRBLpAAP,0,,VRG 238,,000000000000000AAA,,,CT,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,250000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBLqAAP,0,,VRG 239,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Networking,500000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBLrAAP,0,,VRG 240,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,250000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLtAAP,0,,VRG 241,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-05-22,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBLuAAP,0,,VRG 242,,000000000000000AAA,,,TX,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Hardware,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLvAAP,0,,VRG 243,,000000000000000AAA,,,PA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Human Resources,10000000,25,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-17,,,,,,,,,,,,,,,,,,,
0013600000JRBLwAAP,0,,VRG 244,,000000000000000AAA,,,VA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBLxAAP,0,,VRG 245,,000000000000000AAA,,,WA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBLyAAP,0,,VRG 246,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBLzAAP,0,,VRG 247,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,250000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBM0AAP,0,,VRG 248,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,250000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-04,,,,,,,,,,,,,,,,,,,
0013600000JRBM1AAP,0,,VRG 249,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Human Resources,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-23,,,,,,,,,,,,,,,,,,,
0013600000JRBM2AAP,0,,VRG 250,,000000000000000AAA,,,CT,,Spain,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,10000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-04,,,,,,,,,,,,,,,,,,,
0013600000JRBM3AAP,0,,VRG 251,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Staffing and Recruiting,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBM4AAP,0,,VRG 252,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-04,,,,,,,,,,,,,,,,,,,
0013600000JRBM5AAP,0,,VRG 253,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Real Estate,50000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBM6AAP,0,,VRG 254,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer & Network Security,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBM7AAP,0,,VRG 255,,000000000000000AAA,,,TX,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,10000000,500,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBM8AAP,0,,VRG 256,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBM9AAP,0,,VRG 257,,000000000000000AAA,,,MN,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Retail,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-09-06,2018-09-06,,,,,,,,,,,,,,,,,,,
0013600000JRBMAAA5,0,,VRG 258,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBMBAA5,0,,VRG 259,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-21,,,,,,,,,,,,,,,,,,,
0013600000JRBMCAA5,0,,VRG 260,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMDAA5,0,,VRG 261,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMEAA5,0,,VRG 262,,000000000000000AAA,,,CO,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,500000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-23,,,,,,,,,,,,,,,,,,,
0013600000JRBMFAA5,0,,VRG 263,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBMGAA5,0,,VRG 264,,000000000000000AAA,,,VA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Hardware,10000000,25,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMHAA5,0,,VRG 265,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBMIAA5,0,,VRG 266,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Hardware,50000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-04,,,,,,,,,,,,,,,,,,,
0013600000JRBMJAA5,0,,VRG 267,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMKAA5,0,,VRG 268,,000000000000000AAA,,,MN,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Supermarkets,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-03-01,,,,,,,,,,,,,,,,,,,
0013600000JRBMMAA5,0,,VRG 269,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-17,,,,,,,,,,,,,,,,,,,
0013600000JRBMNAA5,0,,VRG 270,,000000000000000AAA,,,PA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMOAA5,0,,VRG 271,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000,25,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-11-13,2018-11-13,,,,,,,,,,,,,,,,,,,
0013600000JRBMPAA5,0,,VRG 272,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-04-12,2018-04-12,,,,,,,,,,,,,,,,,,,
0013600000JRBMQAA5,0,,VRG 273,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-10-22,00536000006DZLrAAO,2018-10-22,2018-01-08,,,,,,,,,,,,,,,,,,,
0013600000JRBMRAA5,0,,VRG 274,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMSAA5,0,,VRG 275,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Hardware,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-03,00536000006DZLrAAO,2018-09-03,,,,,,,,,,,,,,,,,,,,
0013600000JRBMTAA5,0,,VRG 276,,000000000000000AAA,,,TX,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Non-Profit Organization Management,10000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-01,00536000006DZLrAAO,2018-09-01,,,,,,,,,,,,,,,,,,,,
0013600000JRBMUAA5,0,,VRG 277,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,0053600000D5bx4AAB,2016-05-04,00536000001f53BAAQ,2018-08-07,00536000006DZLrAAO,2018-08-07,2018-01-04,,,,,,,,,,,,,,,,,,,
0013600000JRBMVAA5,0,,VRG 278,,000000000000000AAA,,,VA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Management Consulting,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMWAA5,0,,VRG 279,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBMXAA5,0,,VRG 280,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMYAA5,0,,VRG 281,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,10000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMZAA5,0,,VRG 282,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBMaAAP,0,,VRG 283,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Information Technology and Services,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMbAAP,0,,VRG 284,,000000000000000AAA,,,CT,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Management Consulting,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBMcAAP,0,,VRG 285,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBMdAAP,0,,VRG 286,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Networking,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-01,00536000006DZLrAAO,2018-09-01,,,,,,,,,,,,,,,,,,,,
0013600000JRBMeAAP,0,,VRG 287,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-05-22,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBMfAAP,0,,VRG 288,,0013600001uKHjTAAW,,Atlanta,GA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,2000000000,5000,,,"Our customers want to expand their business opportunities. We help them get there.  From e-commerce to mobile wallets and chip card acceptance, Elavon helps businesses, small and large, accept all payment types ? and reap the benefits at the end of the day. Whether they need a simple or sophisticated payment solution, we?ve got them covered.  For 25 years, we?ve helped more than one million customers around the world grow their business through payments. Our flexible, secure and innovative payment solutions help businesses attract and keep customers, develop partner relationships, process payments and simplify operations.  Here?s a little bit more about our breadth and expertise:  We are consistently rated among the top five global payment providers We process more than 3 billion transactions annually around the world We provide payment tools customized by industry type We?re backed by the strength and stability of U.S. Bank, the fifth largest commercial bank in the U.S. Our company operates in 10 countries Our call centers are open 24/7, and our team is always ready to help",,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-07,0053600000D5bx4AAB,2018-09-07,,,,,,,,,,,,,,,,,,,,
0013600000JRBMgAAP,0,,VRG 289,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-05-22,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBMhAAP,0,,VRG 290,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBMiAAP,0,,VRG 291,,000000000000000AAA,,,MN,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Information Technology and Services,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBMjAAP,0,,VRG 292,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-02-28,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBMkAAP,0,,VRG 293,,000000000000000AAA,,,MA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
